,fullS*net_probabilities
A,3.57978958286e-07
B,-1.21766762098e-05
C,5.93573018188e-06
D,-1.83555874822e-06
E,-1.32353860452e-06
F,-1.35803161024e-05
A_ext,-0.169510658126
D_ext,0.328126434459
E_ext,-0.160896772274
F_ext,0.00230361832115
