,Normalized Concentrations
A,0.00784360887379
B,0.000134860780337
C,0.00129335764538
D,0.000134834619805
E,0.00343888301366
F,4.18432205904e-05
A_ext,0.49355137041
D_ext,4.9355137041e-06
E_ext,0.49355137041
F_ext,4.9355137041e-06
