,Backward likelihoods
R_1,0.00135074070766
R_2,0.00138375818813
R_3,0.05643396256
R_4,0.00142304294676
R_5,0.00142305465268
R_6,0.0990032166274
R_7,0.0361333291199
R_8,0.000697795814441
R_9,0.098430804625
