,Thermodynamic driving force
R_1,10.2676578123
R_2,12.0725228837
R_3,6.46821288124
R_4,12.029455618
R_5,12.3116869159
R_6,5.29684514529
R_7,7.60479092135
R_8,8.19937622421
R_9,5.29870199545
