,Forward probabilities
R_1,0.169510967398
R_2,0.165466311979
R_3,0.00405722642313
R_4,0.16089842164
R_5,0.160897098104
R_6,0.00231270631258
R_7,0.00633668055607
R_8,0.32812659423
R_9,0.00232615556616
