,fullS*forward_rate
A,-1.05490351668
B,-2.25122702017
C,1.14522799019
D,2.03026486629
E,-0.00578050715092
F,-0.0587392492093
A_ext,-741.334539655
D_ext,1434.08397572
E_ext,-703.713699796
F_ext,11.1594211671
