,Forward probabilities
R_1,0.0222046990232
R_2,0.483413624871
R_3,0.000743400347665
R_4,0.0823524671449
R_5,0.0204621271923
R_6,0.000798502253184
R_7,0.343712696288
R_8,0.0433081298224
R_9,0.000820303200261
