,Entropy
A,0.00152819994288
B,1.66901029271e-09
C,0.00154115406735
D,3.88133223049e-09
E,0.000301885905541
F,6.83075637679e-16
A_ext,0.112093302607
D_ext,2.12257945822e-13
E_ext,0.253484397332
F_ext,6.22769835423e-16
