,Thermodynamic driving force
R_1,8.51276372839
R_2,14.7220761765
R_3,-0.0095465174229
R_4,11.1449661093
R_5,8.3249692971
R_6,0.478689740911
R_7,13.8491704447
R_8,10.1876501835
R_9,0.0948854994469
