,log Q_r
R_1,-3.43401136531
R_2,-5.13202945298
R_3,0.81064220741
R_4,-2.88224783477
R_5,-3.35825591949
R_6,3.03406340594
R_7,-4.77990312837
R_8,-4.1096531787
R_9,-0.0382763922387
