,Forward Log likelihoods
R_1,3.39665910337
R_2,6.47722782255
R_3,-0.000165384275407
R_4,4.70736358461
R_5,3.31493089264
R_6,0.0713376796139
R_7,6.13616129238
R_8,4.06469554227
R_9,0.0982739185229
