,Backward probabilities
R_1,4.15296369831e-05
R_2,4.50035312483e-05
R_3,0.000507022689298
R_4,5.85750078872e-05
R_5,5.85750100548e-05
R_6,0.00359983822143
R_7,0.000220920192862
R_8,2.59541880438e-05
R_9,0.00359979794004
