,Net flux
R_1,28.4063850619
R_2,28.4102315765
R_3,-0.00384651540805
R_4,28.3168586765
R_5,28.3168586766
R_6,0.0466864514818
R_7,0.0428399348663
R_8,56.6765572878
R_9,0.0466864511421
