,Normalized absolute activities
A,0.000176873434706
B,7.1440776096e-11
C,0.000178570045509
D,1.72659431354e-10
E,2.88822970882e-05
F,1.77088926543e-17
A_ext,0.880458564741
D_ext,6.49755625103e-15
E_ext,0.119157109237
F_ext,1.61058317003e-17
