,fullS*net_probabilities
A,-0.461232433167
B,0.400854382164
C,-0.343605161369
D,0.465107231452
E,-0.0619106440947
F,-4.02007842374e-05
A_ext,-0.0221798021803
D_ext,0.0432953648541
E_ext,-0.0204351101134
F_ext,0.00014637323845
