,Backward likelihoods
R_1,0.0334849530625
R_2,0.0015380685738
R_3,1.00016539795
R_4,0.00902854923887
R_5,0.0363365596143
R_6,0.931147409536
R_7,0.00216321163748
R_8,0.0171682154738
R_9,0.906400589836
