,fullS*forward_rate
A,-22.3195950949
B,-1.4769799947
C,23.8912557746
D,-0.473960719186
E,0.809745618457
F,0.179273819773
A_ext,-29.3905254263
D_ext,57.6665897259
E_ext,-29.384593718
F_ext,0.498790014384
