,fullS*net_likelihood
A,-620.33352598
B,539.128201773
C,-462.130990733
D,625.544927239
E,-83.2665818475
F,-0.0540679545494
A_ext,-29.8306751708
D_ext,58.2300038056
E_ext,-27.4841554906
F_ext,0.196864358592
