,Backward likelihoods
R_1,0.0143135139674
R_2,0.0153156914699
R_3,0.209132113637
R_4,0.0215223761309
R_5,0.0215223761309
R_6,0.105011830798
R_7,0.0711167963734
R_8,0.00935601494134
R_9,0.105011830798
