,fullS*net_likelihood
A,-3.7047698242531624e-11
B,7.1082482122619695e-09
C,-3.1832474434168034e-09
D,-1.5371028894151095e-09
E,0.0
F,0.0
A_ext,-69.84973260879963
D_ext,106.87375674940839
E_ext,-46.44174886859497
F_ext,9.417724725635356
