,Forward probabilities
R_1,0.1870888819
R_2,0.174846779167
R_3,0.0128048212092
R_4,0.124423962668
R_5,0.124423962668
R_6,0.0255009297892
R_7,0.0376549487714
R_8,0.286222215443
R_9,0.0255009297892
