,Thermodynamic driving force
R_1,10.52701427128618
R_2,10.359253972233626
R_3,3.8790436361028298
R_4,9.515875258386428
R_5,9.515875258386435
R_6,5.586779629746412
R_7,6.552951472757325
R_8,11.581028458997102
R_9,5.586779629746421
