,Entropy
A,0.0002515064094694138
B,1.572401091907001e-08
C,7.091628331185797e-06
D,1.4671450616338424e-08
E,0.00010224434399860966
F,1.4223673102671843e-13
A_ext,0.11182310389349022
D_ext,2.1233028731273982e-13
E_ext,0.25353161718346257
F_ext,6.229831272874105e-16
