,Normalized absolute activities
A,2.3606813951849894e-05
B,7.482910322586536e-10
C,4.879666386092495e-07
D,6.957920564568807e-10
E,8.781738633052877e-06
F,4.299751782214158e-15
A_ext,0.8807681191638624
D_ext,6.499840682525205e-15
E_ext,0.11919900287281997
F_ext,1.61114942397939e-17
