,Forward Log likelihoods
R_1,4.24655115529
R_2,4.17887738987
R_3,1.56478910406
R_4,3.83866213478
R_5,3.83866213478
R_6,2.2536822609
R_7,2.64343173416
R_8,4.67173583328
R_9,2.2536822609
