,Normalized Concentrations
A,0.00700194905191
B,0.000240292665245
C,0.00328113902544
D,0.00052285561198
E,0.0105284126277
F,4.65837511835e-05
A_ext,0.489184491788
D_ext,4.89184491788e-06
E_ext,0.489184491788
F_ext,4.89184491788e-06
