,Net likelihoods
R_1,69.84973260879963
R_2,65.27719832697393
R_3,4.572534281862744
R_4,46.44174886859497
R_5,46.44174886859497
R_6,9.417724725635356
R_7,13.990259010681347
R_8,106.87375674940839
R_9,9.417724725635356
