,Forward rate
R_1,70.86404612276706
R_2,66.29251401844382
R_3,5.78166639550017
R_4,47.463271244725846
R_5,47.463271244725846
R_6,10.522736556433552
R_7,15.061375807054736
R_8,107.88311276434972
R_9,10.522736556433552
