,Forward probabilities
R_1,0.1870898033469779
R_2,0.1748473350120143
R_3,0.012805186795332768
R_4,0.1244221284624064
R_5,0.12442212910351712
R_6,0.0255021207876919
R_7,0.03765650864697634
R_8,0.28622010460982544
R_9,0.025502122272604365
