,Normalized Concentrations
A,0.007002078663294308
B,0.00024029920671112212
C,0.0032811881641881327
D,0.0005228620923703979
E,0.010528399855479629
F,4.6584673265244784e-05
A_ext,0.4891844018283273
D_ext,4.891844018283263e-06
E_ext,0.4891844018283273
F_ext,4.891844018283263e-06
