,Forward Log likelihoods
R_1,4.24654271639
R_2,4.17886720484
R_3,1.56480429024
R_4,3.83863402903
R_5,3.83863403418
R_6,2.25371559986
R_7,2.64345979474
R_8,4.67171509438
R_9,2.25371565809
