,Backward probabilities
R_1,3.83309851009e-05
R_2,4.10148456888e-05
R_3,0.000560033725336
R_4,5.76371466494e-05
R_5,5.76371463524e-05
R_6,0.000281205493626
R_7,0.000190440822112
R_8,2.50553205352e-05
R_9,0.000281205477252
