,fullS*net_likelihood
A,-3.26537092477e-07
B,-6.48844398654e-07
C,2.01348653306e-07
D,4.35816275512e-07
E,2.39515777878e-07
F,-5.60613367284e-07
A_ext,-69.8491429149
D_ext,106.87153994
E_ext,-46.4404426363
F_ext,9.41804627058
