,fullS*backward_rate
A,-1.21013115045
B,-2.21622379332
C,1.24302246679
D,2.10480455393
E,-1.10901510197e-10
F,6.1143217156e-09
A_ext,-1.01431363476
D_ext,1.00935620898
E_ext,-1.02152298093
F_ext,1.10500832376
