,fullS*net_flux
A,-3.2653707826568734e-07
B,-6.488444057595188e-07
C,2.0134865330589946e-07
D,4.3581626130162476e-07
E,2.3951578498326853e-07
F,-5.606133672841906e-07
A_ext,-69.84914291490793
D_ext,106.87153993993908
E_ext,-46.44044263629311
F_ext,9.418046270576115
