,Normalized absolute activities
A,2.360790795755766e-05
B,7.483418715835347e-10
C,4.879849765767327e-07
D,6.9581375113071e-10
E,8.781716217909207e-06
F,4.299964723738508e-15
A_ext,0.8807681182037929
D_ext,6.49984067544014e-15
E_ext,0.11919900274288867
F_ext,1.6111494222231777e-17
