,Backward rate
R_1,1.01431363476
R_2,1.01531584746
R_3,1.20912893774
R_4,1.02152298104
R_5,1.02152298093
R_6,1.10500832987
R_7,1.07111480082
R_8,1.00935620898
R_9,1.10500832376
