,fullS*forward_rate
A,-1.2101314769826512
B,-2.216224442168052
C,1.2430226681400587
D,2.1048049897458725
E,2.394048834730711e-07
F,-5.544990457906351e-07
A_ext,-70.86345654966617
D_ext,107.88089614891591
E_ext,-47.461965617224195
F_ext,10.523054594333393
