,Net likelihoods
R_1,69.84914291490793
R_2,65.27653316785843
R_3,4.57261007358659
R_4,46.440442396777335
R_5,46.44044263629311
R_6,9.418045709962747
R_7,13.990655582200684
R_8,106.87153993993908
R_9,9.418046270576115
