,Backward likelihoods
R_1,0.0143136347582
R_2,0.0153158474615
R_3,0.209128937742
R_4,0.021522981042
R_5,0.0215229809311
R_6,0.105008329872
R_7,0.0711148008225
R_8,0.00935620897683
R_9,0.105008323757
