,fullS*net_probabilities
A,-8.74445163848e-10
B,-1.73756319055e-09
C,5.39198623251e-10
D,1.16708770426e-09
E,6.41407704727e-10
F,-1.50128622381e-09
A_ext,-0.187051472362
D_ext,0.286195049289
E_ext,-0.124364491957
F_ext,0.0252209167954
