,log Q_r
R_1,-4.246532461371011
R_2,-3.3720774943619443
R_3,-0.7580014548925949
R_4,-2.225080987375856
R_5,-3.8386631641885565
R_6,0.9734627851208639
R_7,-1.836643137385078
R_8,-4.671748411321547
R_9,-2.2537022548887897
