,Thermodynamic driving force
R_1,10.5263635903
R_2,10.3666213209
R_3,3.90079413962
R_4,9.5393788368
R_5,9.53937565604
R_6,5.59057875723
R_7,6.55871197211
R_8,11.5541681371
R_9,5.59064698943
