,Forward likelihoods
R_1,71.1014317708
R_2,66.4716105821
R_3,4.83778512812
R_4,47.6135922462
R_5,47.613306779
R_6,9.53710168175
R_7,14.1346181465
R_8,109.258747634
R_9,9.53734923638
