,fullS*forward_rate
A,-1.2079639394
B,-2.21618502758
C,1.24026866336
D,2.10305500446
E,-0.000285467169824
F,-0.000247554633695
A_ext,-72.1014317708
D_ext,110.258747634
E_ext,-48.613306779
F_ext,10.5373492364
