,Backward probabilities
R_1,3.69461862615e-05
R_2,3.95195289938e-05
R_3,0.000543001946571
R_4,5.51717822105e-05
R_5,5.51721129948e-05
R_6,0.000275442878699
R_7,0.000185850563095
R_8,2.40431708997e-05
R_9,0.000275435729211
