,Reaction Entropy Production
R_1,0.313759824132
R_2,0.305134622127
R_3,0.0595612847199
R_4,0.260554700318
R_5,0.260553894218
R_6,0.0946230005487
R_7,0.123879295785
R_8,0.358513739797
R_9,0.0946246962997
