,Net likelihoods
R_1,71.0873673564
R_2,66.4565665657
R_3,4.63107896538
R_4,47.5925898401
R_5,47.592304247
R_6,9.43224802354
R_7,14.063869861
R_8,109.249595049
R_9,9.43249829979
