,fullS*net_probabilities
A,0.000232056404731
B,0.000244810028623
C,-0.000204283469953
D,-0.000135431501888
E,-5.68196148214e-05
F,-2.24505321006e-05
A_ext,-0.169636291191
D_ext,0.327350620405
E_ext,-0.160269500913
F_ext,0.00249729038556
