,Normalized Concentrations
A,0.00656770890075
B,0.000110172586493
C,0.00302100267281
D,0.000454674936477
E,0.020188638959
F,2.77386638171e-05
A_ext,0.484810183538
D_ext,4.84810183538e-06
E_ext,0.484810183538
F_ext,4.84810183538e-06
