,Backward likelihoods
R_1,0.00470490010621
R_2,0.00482187655871
R_3,0.197507312052
R_4,0.00497809524012
R_5,0.00497986001399
R_6,0.294525908403
R_7,0.119872745358
R_8,0.00243816470084
R_9,0.292296296276
