,Backward probabilities
R_1,3.75516648718e-06
R_2,3.84853001123e-06
R_3,0.000157638381783
R_4,3.97321430715e-06
R_5,3.97462284283e-06
R_6,0.00023507275306
R_7,9.56751697022e-05
R_8,1.94599548729e-06
R_9,0.000233293211615
