,log Q_r
R_1,-4.30159238985
R_2,-4.08787222495
R_3,-0.776576263186
R_4,-2.37575792516
R_5,-3.17863742177
R_6,1.93207510302
R_7,-1.89376132783
R_8,-4.54099548411
R_9,-1.74423999144
