,Backward rate
R_1,1.00470490011
R_2,1.00482187656
R_3,1.19750731205
R_4,1.00497809524
R_5,1.00497986001
R_6,1.2945259084
R_7,1.11987274536
R_8,1.0024381647
R_9,1.29229629628
