,Entropy
A,0.000222231392136
B,2.53792205766e-09
C,5.98265056138e-06
D,1.07728132009e-08
E,0.000451271027168
F,4.17642696444e-14
A_ext,0.111848649593
D_ext,2.12323449131e-13
E_ext,0.253527154268
F_ext,6.22962965557e-16
