,Backward probabilities
R_1,6.83153131719e-06
R_2,1.00823248346e-05
R_3,1.99784062485e-05
R_4,9.59182828099e-06
R_5,9.23647928222e-06
R_6,0.00109226193603
R_7,1.74587307823e-05
R_8,3.67159962912e-06
R_9,0.000323013767689
