,Concentrations
A,4.611548326955346e-05
B,4.438258257867113e-07
C,1.576984467907075e-05
D,6.824171315624192e-07
E,1.8668110281086832e-05
F,1.2163904470412911e-07
A_ext,0.0010000000000000002
D_ext,9.999999999999982e-09
E_ext,0.0010000000000000002
F_ext,9.999999999999982e-09
