,Forward probabilities
R_1,0.17363206078691507
R_2,0.11764874474785836
R_3,0.05937274706400441
R_4,0.12366493917382106
R_5,0.12842261912682595
R_6,0.0010859783920008884
R_7,0.06794152883879408
R_8,0.32306704999276287
R_9,0.0036722052729233775
