,Entropy
A,0.0033262385507402564
B,1.236945217261656e-08
C,5.040891483030704e-05
D,5.07670431765408e-09
E,7.400548679241246e-05
F,2.5605948284912614e-13
A_ext,0.1121354757769532
D_ext,2.1224665191179871e-13
E_ext,0.2534770241151756
F_ext,6.227365364583871e-16
