,Backward rate
R_1,1.00627254913
R_2,1.00925735022
R_3,1.01834369616
R_4,1.00880698798
R_5,1.008480715
R_6,2.00288886088
R_7,1.01603019024
R_8,1.00337117522
R_9,1.2965835381
