,Backward likelihoods
R_1,0.00627254913381
R_2,0.00925735021503
R_3,0.0183436961627
R_4,0.00880698797708
R_5,0.00848071500095
R_6,1.00288886088
R_7,0.0160301902401
R_8,0.00337117521739
R_9,0.296583538105
