,Thermodynamic driving force
R_1,7.626772781675167
R_2,13.510963243235949
R_3,4.660041967009921
R_4,11.13622575479484
R_5,9.868572241709169
R_6,2.357775638131205
R_7,9.784452262022475
R_8,10.468770828435874
R_9,6.1936048998750834
