,Normalized absolute activities
A,0.0004289629172617035
B,5.816784420472337e-10
C,4.060590913550873e-06
D,2.2869444337690438e-10
E,6.16921138428906e-06
F,7.885109871780205e-15
A_ext,0.8804102376000383
D_ext,6.497199609242173e-15
E_ext,0.11915056887001467
F_ext,1.610494767364485e-17
