,fullS*net_likelihood
A,-3.090766237085518
B,-5.5128378065159405
C,-7.875733979389786
D,-7.188046301515669
E,4.3687145423907765
F,-3.0809171672549622
A_ext,-159.41854480470957
D_ext,296.62908947010726
E_ext,-117.90610548300683
F_ext,3.0751477669802365
